TX,RY,Intensity,sigma_x,sigma_y,astigmatism
-4.0,0.0725,19253.000000000007,0.0226204565771881,0.0388557430553791,-995.9183673469388
-4.0,0.075,19255.000000000007,0.0226785732930043,0.0391016826052348,-995.9183673469388
-4.0,0.0774999999999999,19266.00000000001,0.0227452770233444,0.0393413509901761,-1007.2356215213358
-4.0,0.0799999999999999,19275.000000000007,0.0228107190801546,0.0395932786262068,-1029.87012987013
-4.0,0.0824999999999999,19275.00000000001,0.0228788151805387,0.0398440001439246,-1018.5528756957328
-4.0,0.0849999999999999,19293.00000000001,0.0229450698501029,0.0400917051682196,-1029.87012987013
-4.0,0.0875,19291.000000000007,0.0230082814437337,0.0403354255511251,-1052.504638218924
-4.0,0.09,19291.00000000001,0.0230729432671953,0.0405800454489846,-1043.9290867862296
-4.0,0.0925,19286.00000000001,0.0231383235481648,0.0408204701639475,-1067.3881673881674
-4.0,0.095,19307.000000000007,0.0232114297932737,0.0410699315500464,-1068.4807256235829
-4.0,0.0975,19317.00000000001,0.0232790757981601,0.0413125151777305,-1080.6225520511234
-4.0,0.1,19335.00000000001,0.0233544526062967,0.0415595959465407,-1092.7643784786642
-3.9,-0.1,14587.000000000013,0.0198769807876454,0.0218349753937196,-336.05442176870747
-3.9,-0.0975,14971.000000000007,0.0199018956292769,0.0220286826220284,-344.671201814059
-3.9,-0.095,15344.000000000004,0.0199188207314098,0.0222593574829827,-363.4920634920636
-3.9,-0.0925,15763.000000000013,0.0199683152132175,0.0225083903222091,-374.7062461348175
-3.9,-0.09,16129.000000000007,0.0200034495762921,0.0227411078489936,-400.3710575139146
-3.9,-0.0875,16493.000000000007,0.0200008140212555,0.0229582258790768,-405.504019789734
-3.9,-0.085,16862.00000000001,0.0200139997363881,0.0231772641534064,-420.9029066171922
-3.9,-0.0825,17285.000000000007,0.0200054214761064,0.0234033334712399,-431.1688311688312
-3.9,-0.08,17658.000000000004,0.0200219446474988,0.0236503958445623,-441.43475572047
-3.9,-0.0775,18014.00000000001,0.0200310461909342,0.0238342321178612,-438.0746237889095
-3.9,-0.075,18335.000000000007,0.0200246281275498,0.0240825256227013,-438.0746237889095
-3.9,-0.0725,18698.000000000007,0.0200463728846291,0.024308157874782,-471.3461142032571
-3.9,-0.07,19096.00000000001,0.0200755383618377,0.0245505396308454,-476.602762317048
-3.9,-0.0675,19426.000000000007,0.0201131840645672,0.0247164855712016,-488.5178313749743
-3.9,-0.065,19816.00000000001,0.0201524762723136,0.0249578957594927,-494.4753659039374
-3.9,-0.0625,20156.00000000001,0.0201849650169942,0.0251716866217811,-503.2158317872604
-3.9,-0.06,20226.000000000007,0.0202553415176928,0.0254011422787871,-509.58565244279526
-3.9,-0.0575,20230.00000000001,0.0202797719480406,0.0256356788559248,-522.3252937538653
-3.9,-0.055,20255.000000000007,0.0203112697962058,0.0258664747342909,-541.43475572047
-3.9,-0.0525,20260.00000000002,0.0203389870629376,0.0261094008986049,-535.0649350649351
-3.9,-0.05,20271.00000000001,0.0203694442393724,0.0263430223134637,-547.8045763760049
-3.9,-0.0475,20276.000000000007,0.0204079362780297,0.0265775333377644,-556.1327561327562
-3.9,-0.045,20278.00000000001,0.0204308551884963,0.0268132932886581,-569.6969696969697
-3.9,-0.0425,20282.000000000007,0.0204644624490189,0.0270565888821188,-583.2611832611833
